## Phase 7 Live Market Intelligence Report,2026-07-15T10:46:55Z,verdict:PASS,PAPER / LIVE DATA VALIDATION

## data_health,rows:1
avg_latency_ms,connection_status,last_successful_fetch,max_latency_ms,paper_execution_eligible,provider,provider_id,retry_events,snapshot_id,snapshot_ts,symbol_coverage_pct,symbols_requested,symbols_stale,symbols_succeeded,symbols_unavailable
608.9,DEGRADED,2026-07-15T10:42:33Z,9985,True,Yahoo Finance (yfinance),yfinance,6,439cb6e03afb,2026-07-15T10:42:03Z,96.0,50,0,48,2

## symbol_coverage,rows:50
bars_available,data_age_days,data_quality,data_source,error,latest_bar_date,sector,symbol
124,0.0,LIVE,yfinance,,2026-07-15,BANKING,INDUSINDBK
124,0.0,LIVE,yfinance,,2026-07-15,IT,HCLTECH
124,0.0,LIVE,yfinance,,2026-07-15,BANKING,HDFCBANK
124,0.0,LIVE,yfinance,,2026-07-15,FMCG,TATACONSUM
124,0.0,LIVE,yfinance,,2026-07-15,FINANCE,BAJFINANCE
124,0.0,LIVE,yfinance,,2026-07-15,BANKING,ICICIBANK
124,0.0,LIVE,yfinance,,2026-07-15,METALS,TATASTEEL
124,0.0,LIVE,yfinance,,2026-07-15,PHARMA,DRREDDY
124,0.0,LIVE,yfinance,,2026-07-15,ENERGY,RELIANCE
124,0.0,LIVE,yfinance,,2026-07-15,FINANCE,HDFCLIFE
124,0.0,LIVE,yfinance,,2026-07-15,FINANCE,SHRIRAMFIN
124,0.0,LIVE,yfinance,,2026-07-15,METALS,JSWSTEEL
124,0.0,LIVE,yfinance,,2026-07-15,BANKING,KOTAKBANK
124,0.0,LIVE,yfinance,,2026-07-15,BANKING,SBIN
124,0.0,LIVE,yfinance,,2026-07-15,ENERGY,ONGC
124,0.0,LIVE,yfinance,,2026-07-15,IT,WIPRO
124,0.0,LIVE,yfinance,,2026-07-15,ENERGY,POWERGRID
124,0.0,LIVE,yfinance,,2026-07-15,ENERGY,COALINDIA
124,0.0,LIVE,yfinance,,2026-07-15,ENERGY,NTPC
124,0.0,LIVE,yfinance,,2026-07-15,FMCG,ITC
124,0.0,LIVE,yfinance,,2026-07-15,AUTO,BAJAJ-AUTO
124,0.0,LIVE,yfinance,,2026-07-15,FINANCE,BAJAJFINSV
124,0.0,LIVE,yfinance,,2026-07-15,TELECOM,BHARTIARTL
124,0.0,LIVE,yfinance,,2026-07-15,IT,TECHM
124,0.0,LIVE,yfinance,,2026-07-15,CONSUMER,TITAN
124,0.0,LIVE,yfinance,,2026-07-15,INFRA,ULTRACEMCO
124,0.0,LIVE,yfinance,,2026-07-15,BANKING,AXISBANK
123,0.0,LIVE,yfinance,,2026-07-15,PHARMA,DIVISLAB
124,0.0,LIVE,yfinance,,2026-07-15,IT,TCS
124,0.0,LIVE,yfinance,,2026-07-15,INFRA,LT
124,0.0,LIVE,yfinance,,2026-07-15,METALS,HINDALCO
124,0.0,LIVE,yfinance,,2026-07-15,METALS,ADANIENT
124,0.0,LIVE,yfinance,,2026-07-15,INFRA,ADANIPORTS
124,0.0,LIVE,yfinance,,2026-07-15,PHARMA,APOLLOHOSP
124,0.0,LIVE,yfinance,,2026-07-15,CONSUMER,ASIANPAINT
124,0.0,LIVE,yfinance,,2026-07-15,FMCG,BRITANNIA
124,0.0,LIVE,yfinance,,2026-07-15,PHARMA,CIPLA
124,0.0,LIVE,yfinance,,2026-07-15,AUTO,EICHERMOT
124,0.0,LIVE,yfinance,,2026-07-15,INFRA,GRASIM
124,0.0,LIVE,yfinance,,2026-07-15,AUTO,HEROMOTOCO
124,0.0,LIVE,yfinance,,2026-07-15,FMCG,HINDUNILVR
124,0.0,LIVE,yfinance,,2026-07-15,IT,INFY
124,0.0,LIVE,yfinance,,2026-07-15,AUTO,M&M
124,0.0,LIVE,yfinance,,2026-07-15,AUTO,MARUTI
124,0.0,LIVE,yfinance,,2026-07-15,FMCG,NESTLEIND
124,0.0,LIVE,yfinance,,2026-07-15,FINANCE,SBILIFE
124,0.0,LIVE,yfinance,,2026-07-15,PHARMA,SUNPHARMA
124,0.0,LIVE,yfinance,,2026-07-15,CONSUMER,TRENT
0,,UNAVAILABLE,yfinance,Data fetch failed: No data returned for LTIM.NS,,IT,LTIM
0,,UNAVAILABLE,yfinance,Data fetch failed: No data returned for TATAMOTORS.NS,,AUTO,TATAMOTORS

## scan_audit,rows:1
all_items_share_same_scan_id,all_items_share_same_snapshot_ts,audit_verdict,data_fetched_before_analysis,distinct_scan_id_count,distinct_snapshot_ts_count,fetch_completed_ts,no_lookahead,scan_completed_ts,scan_id,snapshot_ts
True,True,PASS,True,1,1,2026-07-15T10:42:33Z,Data is fetched from yfinance using max_data_timestamp patterns; all bars available before analysis began.,2026-07-15T10:42:36Z,439cb6e03afb,2026-07-15T10:42:03Z

## decision_counts,rows:2
action,count
IGNORE,46
WATCH,4

## gate_failures,rows:4
failed,gate,passed,sample_reasons,total_symbols
2,gate_price,48,"[""Data fetch failed: No data returned for LTIM.NS"", ""Data fetch failed: No data returned for TATAMOTORS.NS""]",50
2,gate_data_quality,48,"[""Data fetch failed: No data returned for LTIM.NS"", ""Data fetch failed: No data returned for TATAMOTORS.NS""]",50
2,gate_rr,48,"[""Symbol failed"", ""Symbol failed""]",50
2,gate_volume,48,"[""Symbol failed"", ""Symbol failed""]",50

## gate_detail,rows:50
all_gates_passed,gate_price_passed,gate_price_reason,gate_quality_passed,gate_quality_reason,gate_rr_passed,gate_rr_reason,gate_volume_passed,gate_volume_reason,symbol
True,True,18.0,True,124,8.0,0.0,LIVE,yfinance,10323.0,,15,IGNORE,RED,0.0,2026-07-15,0.0,23.6,False,,Not eligible for paper execution,0.0,21,Strong uptrend,3.0,58.6,439cb6e03afb,AUTO,2026-07-15T10:42:03Z,9879.5,trend_rider,Trend Rider,BAJAJ-AUTO,11653.5,0.0,0,1.08,0.0
True,True,27.0,True,124,8.0,0.0,LIVE,yfinance,1849.6,,15,IGNORE,RED,0.0,2026-07-15,0.0,23.6,False,,Not eligible for paper execution,0.0,22,Strong uptrend,3.0,54.6,439cb6e03afb,FINANCE,2026-07-15T10:42:03Z,1766.99,trend_rider,Trend Rider,BAJAJFINSV,2097.43,0.0,0,0.48,0.0
True,True,19.5,True,124,8.0,0.0,LIVE,yfinance,1918.3,,15,IGNORE,RED,0.0,2026-07-15,0.0,23.6,False,,Not eligible for paper execution,0.0,23,Strong uptrend,3.0,56.4,439cb6e03afb,TELECOM,2026-07-15T10:42:03Z,1844.48,trend_rider,Trend Rider,BHARTIARTL,2139.76,0.0,0,0.87,0.0
True,True,13.8,True,124,8.0,0.0,LIVE,yfinance,1498.7,,15,IGNORE,RED,0.0,2026-07-15,0.0,23.6,False,,Not eligible for paper execution,0.0,24,Strong uptrend,3.0,61.2,439cb6e03afb,IT,2026-07-15T10:42:03Z,1407.1,trend_rider,Trend Rider,TECHM,1773.5,0.0,0,0.74,0.0
True,True,27.7,True,124,8.0,0.0,LIVE,yfinance,4579.4,,15,IGNORE,RED,0.0,2026-07-15,0.0,23.6,False,,Not eligible for paper execution,0.0,25,Strong uptrend,3.0,66.0,439cb6e03afb,CONSUMER,2026-07-15T10:42:03Z,4405.44,trend_rider,Trend Rider,TITAN,5101.28,0.0,0,0.7,0.0
True,True,11.0,True,124,8.0,0.0,LIVE,yfinance,11812.0,,15,IGNORE,RED,0.0,2026-07-15,0.0,23.6,False,,Not eligible for paper execution,0.0,26,Strong uptrend,3.0,59.1,439cb6e03afb,INFRA,2026-07-15T10:42:03Z,11384.08,trend_rider,Trend Rider,ULTRACEMCO,13095.76,0.0,0,1.64,0.0
False,False,19.6,True,124,8.1,0.0,LIVE,yfinance,1312.3,,15,IGNORE,RED,0.0,2026-07-15,-0.98,21.0,False,,Not eligible for paper execution,0.0,27,Strong uptrend,3.0,44.6,439cb6e03afb,BANKING,2026-07-15T10:42:03Z,1257.27,trend_rider,Trend Rider,AXISBANK,1477.39,7.4,1,1.68,0.0
True,True,28.5,True,123,8.0,0.0,LIVE,yfinance,7273.0,,8,IGNORE,RED,0.0,2026-07-15,0.0,19.9,False,,Not eligible for paper execution,0.0,28,High volatility breakout,2.0,73.8,439cb6e03afb,PHARMA,2026-07-15T10:42:03Z,6788.98,breakout_hunter,Breakout Hunter,DIVISLAB,8241.04,0.0,0,1.87,0.0
True,False,19.7,True,124,8.0,0.0,LIVE,yfinance,2189.2,,10,IGNORE,RED,0.0,2026-07-15,0.0,19.9,False,,Not eligible for paper execution,0.0,29,Trending (momentum),2.0,56.8,439cb6e03afb,IT,2026-07-15T10:42:03Z,2060.39,ema_cross,EMA Cross,TCS,2446.82,0.0,0,0.97,0.0
False,False,24.7,True,124,8.0,0.0,LIVE,yfinance,3783.9,,5,IGNORE,RED,0.0,2026-07-15,0.0,18.0,False,,Not eligible for paper execution,0.0,30,Ranging / sideways,1.5,30.0,439cb6e03afb,INFRA,2026-07-15T10:42:03Z,3668.95,mean_reversion,Mean Reversion,LT,3956.32,0.0,0,1.78,0.0
False,False,21.4,True,124,8.1,0.0,LIVE,yfinance,955.8,,5,IGNORE,RED,0.0,2026-07-15,-0.06,15.4,False,,Not eligible for paper execution,0.0,31,Ranging / sideways,1.5,40.6,439cb6e03afb,METALS,2026-07-15T10:42:03Z,919.02,mean_reversion,Mean Reversion,HINDALCO,1010.97,7.5,1,0.91,0.0
True,True,27.9,True,124,0.0,0.0,LIVE,yfinance,3150.6,,10,IGNORE,RED,0.0,2026-07-15,0.0,11.5,False,,Not eligible for paper execution,0.0,32,Trending (momentum),2.0,58.7,439cb6e03afb,METALS,2026-07-15T10:42:03Z,2980.53,ema_cross,EMA Cross,ADANIENT,3490.74,0.0,0,0.49,0.0
True,True,12.3,True,124,0.0,0.0,LIVE,yfinance,1829.1,,10,IGNORE,RED,0.0,2026-07-15,0.0,11.5,False,,Not eligible for paper execution,0.0,33,Trending (momentum),2.0,53.2,439cb6e03afb,INFRA,2026-07-15T10:42:03Z,1753.83,ema_cross,EMA Cross,ADANIPORTS,1979.64,0.0,0,0.48,0.0
True,True,32.0,True,124,0.0,0.0,LIVE,yfinance,8934.0,,10,IGNORE,RED,0.0,2026-07-15,0.0,11.5,False,,Not eligible for paper execution,0.0,34,Trending (momentum),2.0,68.7,439cb6e03afb,PHARMA,2026-07-15T10:42:03Z,8652.01,ema_cross,EMA Cross,APOLLOHOSP,9497.98,0.0,0,1.6,0.0
False,True,26.7,True,124,0.0,0.0,LIVE,yfinance,2670.0,,10,IGNORE,RED,0.0,2026-07-15,0.0,11.5,False,,Not eligible for paper execution,0.0,35,Trending (momentum),2.0,50.0,439cb6e03afb,CONSUMER,2026-07-15T10:42:03Z,2563.4,ema_cross,EMA Cross,ASIANPAINT,2883.2,0.0,0,0.67,0.0
True,False,15.0,True,124,0.0,0.0,LIVE,yfinance,5315.5,,10,IGNORE,RED,0.0,2026-07-15,0.0,11.5,False,,Not eligible for paper execution,0.0,36,Trending (momentum),2.0,51.3,439cb6e03afb,FMCG,2026-07-15T10:42:03Z,5130.05,ema_cross,EMA Cross,BRITANNIA,5686.4,0.0,0,0.83,0.0
True,True,30.4,True,124,0.0,0.0,LIVE,yfinance,1438.0,,10,IGNORE,RED,0.0,2026-07-15,0.0,11.5,False,,Not eligible for paper execution,0.0,37,Trending (momentum),2.0,55.3,439cb6e03afb,PHARMA,2026-07-15T10:42:03Z,1384.42,ema_cross,EMA Cross,CIPLA,1545.16,0.0,0,0.59,0.0
True,True,13.4,True,124,0.0,0.0,LIVE,yfinance,7404.5,,10,IGNORE,RED,0.0,2026-07-15,0.0,11.5,False,,Not eligible for paper execution,0.0,38,Trending (momentum),2.0,52.1,439cb6e03afb,AUTO,2026-07-15T10:42:03Z,7077.15,ema_cross,EMA Cross,EICHERMOT,8059.2,0.0,0,1.06,0.0
False,True,13.7,True,124,0.0,0.0,LIVE,yfinance,3086.1,,10,IGNORE,RED,0.0,2026-07-15,0.0,11.5,False,,Not eligible for paper execution,0.0,39,Trending (momentum),2.0,44.6,439cb6e03afb,INFRA,2026-07-15T10:42:03Z,2966.54,ema_cross,EMA Cross,GRASIM,3325.22,0.0,0,1.15,0.0
False,False,11.0,True,124,0.0,0.0,LIVE,yfinance,4876.2,,10,IGNORE,RED,0.0,2026-07-15,0.0,11.5,False,,Not eligible for paper execution,0.0,40,Trending (momentum),2.0,45.8,439cb6e03afb,AUTO,2026-07-15T10:42:03Z,4672.0,ema_cross,EMA Cross,HEROMOTOCO,5284.6,0.0,0,0.78,0.0
False,False,14.7,True,124,0.0,0.0,LIVE,yfinance,2102.6,,10,IGNORE,RED,0.0,2026-07-15,0.0,11.5,False,,Not eligible for paper execution,0.0,41,Trending (momentum),2.0,39.8,439cb6e03afb,FMCG,2026-07-15T10:42:03Z,2024.04,ema_cross,EMA Cross,HINDUNILVR,2259.72,0.0,0,1.2,0.0
True,False,15.6,True,124,0.0,0.0,LIVE,yfinance,1076.3,,10,IGNORE,RED,0.0,2026-07-15,0.0,11.5,False,,Not eligible for paper execution,0.0,42,Trending (momentum),2.0,49.1,439cb6e03afb,IT,2026-07-15T10:42:03Z,1011.16,ema_cross,EMA Cross,INFY,1206.58,0.0,0,0.56,0.0
False,False,10.6,True,124,0.0,0.0,LIVE,yfinance,3082.9,,10,IGNORE,RED,0.0,2026-07-15,0.0,11.5,False,,Not eligible for paper execution,0.0,43,Trending (momentum),2.0,48.7,439cb6e03afb,AUTO,2026-07-15T10:42:03Z,2939.79,ema_cross,EMA Cross,M&M,3369.12,0.0,0,0.9,0.0
False,False,16.1,True,124,0.0,0.0,LIVE,yfinance,13583.0,,10,IGNORE,RED,0.0,2026-07-15,0.0,11.5,False,,Not eligible for paper execution,0.0,44,Trending (momentum),2.0,47.1,439cb6e03afb,AUTO,2026-07-15T10:42:03Z,12970.8,ema_cross,EMA Cross,MARUTI,14807.4,0.0,0,0.79,0.0
False,True,18.5,True,124,0.0,0.0,LIVE,yfinance,1424.4,,10,IGNORE,RED,0.0,2026-07-15,0.0,11.5,False,,Not eligible for paper execution,0.0,45,Trending (momentum),2.0,50.7,439cb6e03afb,FMCG,2026-07-15T10:42:03Z,1366.75,ema_cross,EMA Cross,NESTLEIND,1539.7,0.0,0,0.76,0.0
True,True,23.2,True,124,0.0,0.0,LIVE,yfinance,1866.4,,10,IGNORE,RED,0.0,2026-07-15,0.0,11.5,False,,Not eligible for paper execution,0.0,46,Trending (momentum),2.0,61.1,439cb6e03afb,FINANCE,2026-07-15T10:42:03Z,1790.24,ema_cross,EMA Cross,SBILIFE,2018.72,0.0,0,0.9,0.0
True,True,37.2,True,124,0.0,0.0,LIVE,yfinance,1951.5,,10,IGNORE,RED,0.0,2026-07-15,0.0,11.5,False,,Not eligible for paper execution,0.0,47,Trending (momentum),2.0,71.0,439cb6e03afb,PHARMA,2026-07-15T10:42:03Z,1888.44,ema_cross,EMA Cross,SUNPHARMA,2077.62,0.0,0,1.16,0.0
False,False,29.5,True,124,0.0,0.0,LIVE,yfinance,2867.7,,10,IGNORE,RED,0.0,2026-07-15,0.0,11.5,False,,Not eligible for paper execution,0.0,48,Trending (momentum),2.0,37.8,439cb6e03afb,CONSUMER,2026-07-15T10:42:03Z,2695.29,ema_cross,EMA Cross,TRENT,3212.52,0.0,0,0.52,0.0
False,False,0.0,False,0,0.0,,UNAVAILABLE,yfinance,0.0,Data fetch failed: No data returned for LTIM.NS,0,IGNORE,RED,0.0,,0.0,0.0,False,,Data fetch failed: No data returned for LTIM.NS,0.0,49,,0.0,0.0,439cb6e03afb,IT,2026-07-15T10:42:03Z,0.0,,,LTIM,0.0,0.0,0,0.0,0.0
False,False,0.0,False,0,0.0,,UNAVAILABLE,yfinance,0.0,Data fetch failed: No data returned for TATAMOTORS.NS,0,IGNORE,RED,0.0,,0.0,0.0,False,,Data fetch failed: No data returned for TATAMOTORS.NS,0.0,50,,0.0,0.0,439cb6e03afb,AUTO,2026-07-15T10:42:03Z,0.0,,,TATAMOTORS,0.0,0.0,0,0.0,0.0

## safety,rows:1
meta_learning_affects_decisions,no_auto_strategy_promotion,no_live_broker_calls,no_real_orders,note,paper_trading_only,research_only
False,True,True,True,Phase 7 is paper trading and research only. No real broker API is called. No real money is at risk. Meta-Learning and Strategy Evolution findings do not affect live decisions unless a future human-approved phase explicitly enables them.,True,True

## verdict,rows:1
criteria,failed,passed,verdict
"[{""criterion"": ""Provider connected"", ""passed"": true, ""detail"": ""Status: DEGRADED""}, {""criterion"": ""Scan audit: consistent snapshot"", ""passed"": true, ""detail"": ""PASS""}, {""criterion"": ""Symbol coverage \u2265 80%"", ""passed"": true, ""detail"": ""96.0% symbols fetched successfully""}, {""criterion"": ""Unavailable symbols \u2264 20%"", ""passed"": true, ""detail"": ""2/50 symbols unavailable""}, {""criterion"": ""No stale-data BUY decisions"", ""passed"": true, ""detail"": ""No BUY/STRONG BUY from STALE/UNAVAILABLE data""}, {""criterion"": ""Duplicate scan detection"", ""passed"": true, ""detail"": ""All items share same scan_id""}, {""criterion"": ""Price validity"", ""passed"": true, ""detail"": ""96.0% price gates passed""}, {""criterion"": ""No invalid/zero prices in BUY decisions"", ""passed"": true, ""detail"": ""No BUY/STRONG BUY with price \u2264 0""}]",0,8,PASS
